Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Edat_quinquennal,Nombre
2017,1,Ciutat Vella,2,el Barri Gòtic,40-59 anys,0
2017,1,Ciutat Vella,3,la Barceloneta,40-59 anys,0
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",40-59 anys,3
2017,2,Eixample,5,el Fort Pienc,40-59 anys,1
2017,2,Eixample,6,la Sagrada Família,40-59 anys,0
2017,2,Eixample,7,la Dreta de l'Eixample,40-59 anys,1
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40-59 anys,4
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,40-59 anys,6
2017,2,Eixample,10,Sant Antoni,40-59 anys,0
2017,3,Sants-Montjuïc,11,el Poble Sec,40-59 anys,0
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40-59 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,40-59 anys,2
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,40-59 anys,0
2017,3,Sants-Montjuïc,15,Hostafrancs,40-59 anys,2
2017,3,Sants-Montjuïc,16,la Bordeta,40-59 anys,3
2017,3,Sants-Montjuïc,17,Sants - Badal,40-59 anys,2
2017,3,Sants-Montjuïc,18,Sants,40-59 anys,2
2017,4,Les Corts,19,les Corts,40-59 anys,3
2017,4,Les Corts,20,la Maternitat i Sant Ramon,40-59 anys,1
2017,4,Les Corts,21,Pedralbes,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40-59 anys,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,40-59 anys,2
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,40-59 anys,1
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40-59 anys,1
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40-59 anys,3
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40-59 anys,0
2017,6,Gràcia,28,Vallcarca i els Penitents,40-59 anys,0
2017,6,Gràcia,29,el Coll,40-59 anys,0
2017,6,Gràcia,30,la Salut,40-59 anys,0
2017,6,Gràcia,31,la Vila de Gràcia,40-59 anys,2
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,40-59 anys,1
2017,7,Horta-Guinardó,33,el Baix Guinardó,40-59 anys,1
2017,7,Horta-Guinardó,34,Can Baró,40-59 anys,1
2017,7,Horta-Guinardó,35,el Guinardó,40-59 anys,1
2017,7,Horta-Guinardó,36,la Font d'en Fargues,40-59 anys,0
2017,7,Horta-Guinardó,37,el Carmel,40-59 anys,3
2017,7,Horta-Guinardó,38,la Teixonera,40-59 anys,3
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,40-59 anys,2
2017,7,Horta-Guinardó,40,Montbau,40-59 anys,1
2017,7,Horta-Guinardó,41,la Vall d'Hebron,40-59 anys,1
2017,7,Horta-Guinardó,42,la Clota,40-59 anys,0
2017,7,Horta-Guinardó,43,Horta,40-59 anys,3
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,40-59 anys,1
2017,8,Nou Barris,45,Porta,40-59 anys,3
2017,8,Nou Barris,46,el Turó de la Peira,40-59 anys,1
2017,8,Nou Barris,47,Can Peguera,40-59 anys,1
2017,8,Nou Barris,48,la Guineueta,40-59 anys,0
2017,8,Nou Barris,49,Canyelles,40-59 anys,0
2017,8,Nou Barris,50,les Roquetes,40-59 anys,1
2017,8,Nou Barris,51,Verdun,40-59 anys,3
2017,8,Nou Barris,52,la Prosperitat,40-59 anys,2
2017,8,Nou Barris,53,la Trinitat Nova,40-59 anys,1
2017,8,Nou Barris,54,Torre Baró,40-59 anys,0
2017,8,Nou Barris,55,Ciutat Meridiana,40-59 anys,2
2017,8,Nou Barris,56,Vallbona,40-59 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,40-59 anys,2
2017,9,Sant Andreu,58,Baró de Viver,40-59 anys,2
2017,9,Sant Andreu,59,el Bon Pastor,40-59 anys,1
2017,9,Sant Andreu,60,Sant Andreu,40-59 anys,1
2017,9,Sant Andreu,61,la Sagrera,40-59 anys,3
2017,9,Sant Andreu,62,el Congrés i els Indians,40-59 anys,0
2017,9,Sant Andreu,63,Navas,40-59 anys,0
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-59 anys,3
2017,10,Sant Martí,65,el Clot,40-59 anys,1
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-59 anys,0
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-59 anys,0
2017,10,Sant Martí,68,el Poblenou,40-59 anys,1
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-59 anys,0
2017,10,Sant Martí,70,el Besòs i el Maresme,40-59 anys,1
2017,10,Sant Martí,71,Provençals del Poblenou,40-59 anys,2
2017,10,Sant Martí,72,Sant Martí de Provençals,40-59 anys,1
2017,10,Sant Martí,73,la Verneda i la Pau,40-59 anys,0
2017,1,Ciutat Vella,1,el Raval,40-59 anys,14
2017,1,Ciutat Vella,2,el Barri Gòtic,40-59 anys,3
2017,1,Ciutat Vella,3,la Barceloneta,40-59 anys,3
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",40-59 anys,2
2017,2,Eixample,5,el Fort Pienc,40-59 anys,4
2017,2,Eixample,6,la Sagrada Família,40-59 anys,5
2017,2,Eixample,7,la Dreta de l'Eixample,40-59 anys,2
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40-59 anys,2
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,40-59 anys,3
2017,2,Eixample,10,Sant Antoni,40-59 anys,2
2017,3,Sants-Montjuïc,11,el Poble Sec,40-59 anys,6
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40-59 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,40-59 anys,3
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,40-59 anys,1
2017,3,Sants-Montjuïc,15,Hostafrancs,40-59 anys,2
2017,3,Sants-Montjuïc,16,la Bordeta,40-59 anys,0
2017,3,Sants-Montjuïc,17,Sants - Badal,40-59 anys,1
2017,3,Sants-Montjuïc,18,Sants,40-59 anys,3
2017,4,Les Corts,19,les Corts,40-59 anys,6
2017,4,Les Corts,20,la Maternitat i Sant Ramon,40-59 anys,2
2017,4,Les Corts,21,Pedralbes,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40-59 anys,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,40-59 anys,3
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40-59 anys,2
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40-59 anys,2
2017,6,Gràcia,28,Vallcarca i els Penitents,40-59 anys,3
2017,6,Gràcia,29,el Coll,40-59 anys,1
2017,6,Gràcia,30,la Salut,40-59 anys,1
2017,6,Gràcia,31,la Vila de Gràcia,40-59 anys,5
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,40-59 anys,5
2017,7,Horta-Guinardó,33,el Baix Guinardó,40-59 anys,4
2017,7,Horta-Guinardó,34,Can Baró,40-59 anys,2
2017,7,Horta-Guinardó,35,el Guinardó,40-59 anys,0
2017,7,Horta-Guinardó,36,la Font d'en Fargues,40-59 anys,1
2017,7,Horta-Guinardó,37,el Carmel,40-59 anys,9
2017,7,Horta-Guinardó,38,la Teixonera,40-59 anys,2
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,40-59 anys,1
2017,7,Horta-Guinardó,40,Montbau,40-59 anys,0
2017,7,Horta-Guinardó,41,la Vall d'Hebron,40-59 anys,0
2017,7,Horta-Guinardó,42,la Clota,40-59 anys,0
2017,7,Horta-Guinardó,43,Horta,40-59 anys,1
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,40-59 anys,0
2017,8,Nou Barris,45,Porta,40-59 anys,4
2017,8,Nou Barris,46,el Turó de la Peira,40-59 anys,1
2017,8,Nou Barris,47,Can Peguera,40-59 anys,0
2017,8,Nou Barris,48,la Guineueta,40-59 anys,1
2017,8,Nou Barris,49,Canyelles,40-59 anys,3
2017,8,Nou Barris,50,les Roquetes,40-59 anys,2
2017,8,Nou Barris,51,Verdun,40-59 anys,1
2017,8,Nou Barris,52,la Prosperitat,40-59 anys,3
2017,8,Nou Barris,53,la Trinitat Nova,40-59 anys,0
2017,8,Nou Barris,54,Torre Baró,40-59 anys,0
2017,8,Nou Barris,55,Ciutat Meridiana,40-59 anys,1
2017,8,Nou Barris,56,Vallbona,40-59 anys,0
2017,9,Sant Andreu,57,la Trinitat Vella,40-59 anys,0
2017,9,Sant Andreu,58,Baró de Viver,40-59 anys,1
2017,9,Sant Andreu,59,el Bon Pastor,40-59 anys,4
2017,9,Sant Andreu,60,Sant Andreu,40-59 anys,8
2017,9,Sant Andreu,61,la Sagrera,40-59 anys,1
2017,9,Sant Andreu,62,el Congrés i els Indians,40-59 anys,1
2017,9,Sant Andreu,63,Navas,40-59 anys,0
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-59 anys,3
2017,10,Sant Martí,65,el Clot,40-59 anys,3
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-59 anys,0
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-59 anys,0
2017,10,Sant Martí,68,el Poblenou,40-59 anys,3
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-59 anys,0
2017,10,Sant Martí,70,el Besòs i el Maresme,40-59 anys,1
2017,10,Sant Martí,71,Provençals del Poblenou,40-59 anys,3
2017,10,Sant Martí,72,Sant Martí de Provençals,40-59 anys,3
2017,10,Sant Martí,73,la Verneda i la Pau,40-59 anys,1
2017,1,Ciutat Vella,1,el Raval,40-59 anys,12
2017,1,Ciutat Vella,2,el Barri Gòtic,40-59 anys,4
2017,1,Ciutat Vella,3,la Barceloneta,40-59 anys,2
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",40-59 anys,3
2017,2,Eixample,5,el Fort Pienc,40-59 anys,3
2017,2,Eixample,6,la Sagrada Família,40-59 anys,8
2017,2,Eixample,7,la Dreta de l'Eixample,40-59 anys,6
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40-59 anys,2
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,40-59 anys,14
2017,2,Eixample,10,Sant Antoni,40-59 anys,3
2017,3,Sants-Montjuïc,11,el Poble Sec,40-59 anys,11
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40-59 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,40-59 anys,6
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,40-59 anys,0
2017,3,Sants-Montjuïc,15,Hostafrancs,40-59 anys,4
2017,3,Sants-Montjuïc,16,la Bordeta,40-59 anys,2
2017,3,Sants-Montjuïc,17,Sants - Badal,40-59 anys,7
2017,3,Sants-Montjuïc,18,Sants,40-59 anys,5
2017,4,Les Corts,19,les Corts,40-59 anys,5
2017,4,Les Corts,20,la Maternitat i Sant Ramon,40-59 anys,6
2017,4,Les Corts,21,Pedralbes,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40-59 anys,3
2017,5,Sarrià-Sant Gervasi,23,Sarrià,40-59 anys,2
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,40-59 anys,0
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40-59 anys,3
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40-59 anys,5
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40-59 anys,3
2017,6,Gràcia,28,Vallcarca i els Penitents,40-59 anys,3
2017,6,Gràcia,29,el Coll,40-59 anys,6
2017,6,Gràcia,30,la Salut,40-59 anys,1
2017,6,Gràcia,31,la Vila de Gràcia,40-59 anys,4
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,40-59 anys,7
2017,7,Horta-Guinardó,33,el Baix Guinardó,40-59 anys,9
2017,7,Horta-Guinardó,34,Can Baró,40-59 anys,3
2017,7,Horta-Guinardó,35,el Guinardó,40-59 anys,8
2017,7,Horta-Guinardó,36,la Font d'en Fargues,40-59 anys,0
2017,7,Horta-Guinardó,37,el Carmel,40-59 anys,5
2017,7,Horta-Guinardó,38,la Teixonera,40-59 anys,1
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,40-59 anys,1
2017,7,Horta-Guinardó,40,Montbau,40-59 anys,2
2017,7,Horta-Guinardó,41,la Vall d'Hebron,40-59 anys,0
2017,7,Horta-Guinardó,42,la Clota,40-59 anys,1
2017,7,Horta-Guinardó,43,Horta,40-59 anys,8
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,40-59 anys,4
2017,8,Nou Barris,45,Porta,40-59 anys,7
2017,8,Nou Barris,46,el Turó de la Peira,40-59 anys,7
2017,8,Nou Barris,47,Can Peguera,40-59 anys,1
2017,8,Nou Barris,48,la Guineueta,40-59 anys,3
2017,8,Nou Barris,49,Canyelles,40-59 anys,2
2017,8,Nou Barris,50,les Roquetes,40-59 anys,3
2017,8,Nou Barris,51,Verdun,40-59 anys,6
2017,8,Nou Barris,52,la Prosperitat,40-59 anys,6
2017,8,Nou Barris,53,la Trinitat Nova,40-59 anys,3
2017,8,Nou Barris,54,Torre Baró,40-59 anys,1
2017,8,Nou Barris,55,Ciutat Meridiana,40-59 anys,0
2017,8,Nou Barris,56,Vallbona,40-59 anys,0
2017,9,Sant Andreu,57,la Trinitat Vella,40-59 anys,0
2017,9,Sant Andreu,58,Baró de Viver,40-59 anys,0
2017,9,Sant Andreu,59,el Bon Pastor,40-59 anys,6
2017,9,Sant Andreu,60,Sant Andreu,40-59 anys,13
2017,9,Sant Andreu,61,la Sagrera,40-59 anys,3
2017,9,Sant Andreu,62,el Congrés i els Indians,40-59 anys,2
2017,9,Sant Andreu,63,Navas,40-59 anys,4
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-59 anys,3
2017,10,Sant Martí,65,el Clot,40-59 anys,2
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-59 anys,2
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-59 anys,0
2017,10,Sant Martí,68,el Poblenou,40-59 anys,5
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-59 anys,1
2017,10,Sant Martí,70,el Besòs i el Maresme,40-59 anys,6
2017,10,Sant Martí,71,Provençals del Poblenou,40-59 anys,3
2017,10,Sant Martí,72,Sant Martí de Provençals,40-59 anys,6
2017,10,Sant Martí,73,la Verneda i la Pau,40-59 anys,7
2017,1,Ciutat Vella,1,el Raval,40-59 anys,11
2017,1,Ciutat Vella,2,el Barri Gòtic,40-59 anys,7
2017,1,Ciutat Vella,3,la Barceloneta,40-59 anys,7
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",40-59 anys,6
2017,2,Eixample,5,el Fort Pienc,40-59 anys,12
2017,2,Eixample,6,la Sagrada Família,40-59 anys,15
2017,2,Eixample,7,la Dreta de l'Eixample,40-59 anys,10
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40-59 anys,11
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,40-59 anys,12
2017,2,Eixample,10,Sant Antoni,40-59 anys,9
2017,3,Sants-Montjuïc,11,el Poble Sec,40-59 anys,14
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,40-59 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,40-59 anys,4
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,40-59 anys,3
2017,3,Sants-Montjuïc,15,Hostafrancs,40-59 anys,4
2017,3,Sants-Montjuïc,16,la Bordeta,40-59 anys,5
2017,3,Sants-Montjuïc,17,Sants - Badal,40-59 anys,5
2017,3,Sants-Montjuïc,18,Sants,40-59 anys,14
2017,4,Les Corts,19,les Corts,40-59 anys,12
2017,4,Les Corts,20,la Maternitat i Sant Ramon,40-59 anys,3
2017,4,Les Corts,21,Pedralbes,40-59 anys,1
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",40-59 anys,3
2017,5,Sarrià-Sant Gervasi,23,Sarrià,40-59 anys,4
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,40-59 anys,4
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,40-59 anys,4
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,40-59 anys,11
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40-59 anys,6
2017,6,Gràcia,28,Vallcarca i els Penitents,40-59 anys,2
2017,6,Gràcia,29,el Coll,40-59 anys,1
2017,6,Gràcia,30,la Salut,40-59 anys,3
2017,6,Gràcia,31,la Vila de Gràcia,40-59 anys,8
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,40-59 anys,5
2017,7,Horta-Guinardó,33,el Baix Guinardó,40-59 anys,6
2017,7,Horta-Guinardó,34,Can Baró,40-59 anys,6
2017,7,Horta-Guinardó,35,el Guinardó,40-59 anys,6
2017,7,Horta-Guinardó,36,la Font d'en Fargues,40-59 anys,0
2017,7,Horta-Guinardó,37,el Carmel,40-59 anys,13
2017,7,Horta-Guinardó,38,la Teixonera,40-59 anys,2
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,40-59 anys,2
2017,7,Horta-Guinardó,40,Montbau,40-59 anys,2
2017,7,Horta-Guinardó,41,la Vall d'Hebron,40-59 anys,1
2017,7,Horta-Guinardó,42,la Clota,40-59 anys,0
2017,7,Horta-Guinardó,43,Horta,40-59 anys,9
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,40-59 anys,12
2017,8,Nou Barris,45,Porta,40-59 anys,3
2017,8,Nou Barris,46,el Turó de la Peira,40-59 anys,8
2017,8,Nou Barris,47,Can Peguera,40-59 anys,0
2017,8,Nou Barris,48,la Guineueta,40-59 anys,8
2017,8,Nou Barris,49,Canyelles,40-59 anys,1
2017,8,Nou Barris,50,les Roquetes,40-59 anys,11
2017,8,Nou Barris,51,Verdun,40-59 anys,2
2017,8,Nou Barris,52,la Prosperitat,40-59 anys,5
2017,8,Nou Barris,53,la Trinitat Nova,40-59 anys,5
2017,8,Nou Barris,54,Torre Baró,40-59 anys,1
2017,8,Nou Barris,55,Ciutat Meridiana,40-59 anys,4
2017,8,Nou Barris,56,Vallbona,40-59 anys,1
2017,9,Sant Andreu,57,la Trinitat Vella,40-59 anys,5
2017,9,Sant Andreu,58,Baró de Viver,40-59 anys,0
2017,9,Sant Andreu,59,el Bon Pastor,40-59 anys,5
2017,9,Sant Andreu,60,Sant Andreu,40-59 anys,13
2017,9,Sant Andreu,61,la Sagrera,40-59 anys,5
2017,9,Sant Andreu,62,el Congrés i els Indians,40-59 anys,4
2017,9,Sant Andreu,63,Navas,40-59 anys,4
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,40-59 anys,4
2017,10,Sant Martí,65,el Clot,40-59 anys,7
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,40-59 anys,3
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,40-59 anys,6
2017,10,Sant Martí,68,el Poblenou,40-59 anys,9
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,40-59 anys,0
2017,10,Sant Martí,70,el Besòs i el Maresme,40-59 anys,9
2017,10,Sant Martí,71,Provençals del Poblenou,40-59 anys,7
2017,10,Sant Martí,72,Sant Martí de Provençals,40-59 anys,8
2017,10,Sant Martí,73,la Verneda i la Pau,40-59 anys,9
2017,1,Ciutat Vella,1,el Raval,60-79 anys,16
2017,1,Ciutat Vella,2,el Barri Gòtic,60-79 anys,8
2017,1,Ciutat Vella,3,la Barceloneta,60-79 anys,3
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",60-79 anys,13
2017,2,Eixample,5,el Fort Pienc,60-79 anys,10
2017,2,Eixample,6,la Sagrada Família,60-79 anys,12
2017,2,Eixample,7,la Dreta de l'Eixample,60-79 anys,14
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,60-79 anys,14
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,60-79 anys,18
2017,2,Eixample,10,Sant Antoni,60-79 anys,12
2017,3,Sants-Montjuïc,11,el Poble Sec,60-79 anys,17
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60-79 anys,0
2017,3,Sants-Montjuïc,13,la Marina de Port,60-79 anys,19
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,60-79 anys,6
2017,3,Sants-Montjuïc,15,Hostafrancs,60-79 anys,10
2017,3,Sants-Montjuïc,16,la Bordeta,60-79 anys,7
2017,3,Sants-Montjuïc,17,Sants - Badal,60-79 anys,6
2017,3,Sants-Montjuïc,18,Sants,60-79 anys,13
2017,4,Les Corts,19,les Corts,60-79 anys,14
2017,4,Les Corts,20,la Maternitat i Sant Ramon,60-79 anys,5
2017,4,Les Corts,21,Pedralbes,60-79 anys,4
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",60-79 anys,0
2017,5,Sarrià-Sant Gervasi,23,Sarrià,60-79 anys,8
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,60-79 anys,6
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,60-79 anys,13
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60-79 anys,14
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,60-79 anys,8
2017,6,Gràcia,28,Vallcarca i els Penitents,60-79 anys,8
2017,6,Gràcia,29,el Coll,60-79 anys,0
2017,6,Gràcia,30,la Salut,60-79 anys,7
2017,6,Gràcia,31,la Vila de Gràcia,60-79 anys,17
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,60-79 anys,8
2017,7,Horta-Guinardó,33,el Baix Guinardó,60-79 anys,12
2017,7,Horta-Guinardó,34,Can Baró,60-79 anys,4
2017,7,Horta-Guinardó,35,el Guinardó,60-79 anys,16
2017,7,Horta-Guinardó,36,la Font d'en Fargues,60-79 anys,5
2017,7,Horta-Guinardó,37,el Carmel,60-79 anys,13
2017,7,Horta-Guinardó,38,la Teixonera,60-79 anys,4
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,60-79 anys,2
2017,7,Horta-Guinardó,40,Montbau,60-79 anys,2
2017,7,Horta-Guinardó,41,la Vall d'Hebron,60-79 anys,3
2017,7,Horta-Guinardó,42,la Clota,60-79 anys,0
2017,7,Horta-Guinardó,43,Horta,60-79 anys,3
2017,8,Nou Barris,44,Vilapicina i la Torre Llobeta,60-79 anys,16
2017,8,Nou Barris,45,Porta,60-79 anys,8
2017,8,Nou Barris,46,el Turó de la Peira,60-79 anys,3
2017,8,Nou Barris,47,Can Peguera,60-79 anys,3
2017,8,Nou Barris,48,la Guineueta,60-79 anys,5
2017,8,Nou Barris,49,Canyelles,60-79 anys,2
2017,8,Nou Barris,50,les Roquetes,60-79 anys,6
2017,8,Nou Barris,51,Verdun,60-79 anys,6
2017,8,Nou Barris,52,la Prosperitat,60-79 anys,5
2017,8,Nou Barris,53,la Trinitat Nova,60-79 anys,3
2017,8,Nou Barris,54,Torre Baró,60-79 anys,2
2017,8,Nou Barris,55,Ciutat Meridiana,60-79 anys,3
2017,8,Nou Barris,56,Vallbona,60-79 anys,0
2017,9,Sant Andreu,57,la Trinitat Vella,60-79 anys,1
2017,9,Sant Andreu,58,Baró de Viver,60-79 anys,3
2017,9,Sant Andreu,59,el Bon Pastor,60-79 anys,5
2017,9,Sant Andreu,60,Sant Andreu,60-79 anys,22
2017,9,Sant Andreu,61,la Sagrera,60-79 anys,12
2017,9,Sant Andreu,62,el Congrés i els Indians,60-79 anys,4
2017,9,Sant Andreu,63,Navas,60-79 anys,9
2017,10,Sant Martí,64,el Camp de l'Arpa del Clot,60-79 anys,12
2017,10,Sant Martí,65,el Clot,60-79 anys,17
2017,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,60-79 anys,5
2017,10,Sant Martí,67,la Vila Olímpica del Poblenou,60-79 anys,4
2017,10,Sant Martí,68,el Poblenou,60-79 anys,12
2017,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,60-79 anys,3
2017,10,Sant Martí,70,el Besòs i el Maresme,60-79 anys,9
2017,10,Sant Martí,71,Provençals del Poblenou,60-79 anys,9
2017,10,Sant Martí,72,Sant Martí de Provençals,60-79 anys,7
2017,10,Sant Martí,73,la Verneda i la Pau,60-79 anys,16
2017,1,Ciutat Vella,1,el Raval,60-79 anys,25
2017,1,Ciutat Vella,2,el Barri Gòtic,60-79 anys,10
2017,1,Ciutat Vella,3,la Barceloneta,60-79 anys,8
2017,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",60-79 anys,10
2017,2,Eixample,5,el Fort Pienc,60-79 anys,15
2017,2,Eixample,6,la Sagrada Família,60-79 anys,35
2017,2,Eixample,7,la Dreta de l'Eixample,60-79 anys,20
2017,2,Eixample,8,l'Antiga Esquerra de l'Eixample,60-79 anys,11
2017,2,Eixample,9,la Nova Esquerra de l'Eixample,60-79 anys,31
2017,2,Eixample,10,Sant Antoni,60-79 anys,18
2017,3,Sants-Montjuïc,11,el Poble Sec,60-79 anys,21
2017,3,Sants-Montjuïc,12,la Marina del Prat Vermell,60-79 anys,1
2017,3,Sants-Montjuïc,13,la Marina de Port,60-79 anys,15
2017,3,Sants-Montjuïc,14,la Font de la Guatlla,60-79 anys,9
2017,3,Sants-Montjuïc,15,Hostafrancs,60-79 anys,7
2017,3,Sants-Montjuïc,16,la Bordeta,60-79 anys,7
2017,3,Sants-Montjuïc,17,Sants - Badal,60-79 anys,8
2017,3,Sants-Montjuïc,18,Sants,60-79 anys,23
2017,4,Les Corts,19,les Corts,60-79 anys,35
2017,4,Les Corts,20,la Maternitat i Sant Ramon,60-79 anys,10
2017,4,Les Corts,21,Pedralbes,60-79 anys,6
2017,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",60-79 anys,4
2017,5,Sarrià-Sant Gervasi,23,Sarrià,60-79 anys,7
2017,5,Sarrià-Sant Gervasi,24,les Tres Torres,60-79 anys,5
2017,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,60-79 anys,11
2017,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,60-79 anys,23
2017,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,60-79 anys,10
2017,6,Gràcia,28,Vallcarca i els Penitents,60-79 anys,10
2017,6,Gràcia,29,el Coll,60-79 anys,6
2017,6,Gràcia,30,la Salut,60-79 anys,4
2017,6,Gràcia,31,la Vila de Gràcia,60-79 anys,18
2017,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,60-79 anys,22
2017,7,Horta-Guinardó,33,el Baix Guinardó,60-79 anys,11
2017,7,Horta-Guinardó,34,Can Baró,60-79 anys,7
2017,7,Horta-Guinardó,35,el Guinardó,60-79 anys,13
2017,7,Horta-Guinardó,36,la Font d'en Fargues,60-79 anys,3
2017,7,Horta-Guinardó,37,el Carmel,60-79 anys,15
2017,7,Horta-Guinardó,38,la Teixonera,60-79 anys,5
2017,7,Horta-Guinardó,39,Sant Genís dels Agudells,60-79 anys,2
2017,7,Horta-Guinardó,40,Montbau,60-79 anys,4
